06-01819_Timestamps,Solar Radiation W/m² ATMOS 41 P1,Precipitation mm ATMOS 41 P1,Lightning Activity ATMOS 41 P1,Lightning Distance km ATMOS 41 P1,Wind Direction° ATMOS 41 P1,Wind Speed m/s ATMOS 41 P1,Gust Speed m/s ATMOS 41 P1,Air Temperature °C ATMOS 41 P1,Vapor Pressure kPa ATMOS 41 P1,Atmospheric Pressure kPa ATMOS 41 P1,X-axis Level° ATMOS 41 P1,Y-axis Level° ATMOS 41 P1,Max Precip Rate mm/h ATMOS 41 P1,RH Sensor Temp °C ATMOS 41 P1,VPD kPa | ATMOS 41 | P1,Water Level mm CTD-10 P6,Water Temperature °C CTD-10 P6,EC mS/cm CTD-10 P6,Sensor Metadata CTD-10 P6,Battery Percent% Battery P7,Battery Voltage mV Battery P7,Reference Pressure kPa Barometer P8,Logger Temperature °C Barometer P8
2018-09-21 17:15:00,91.0,0.0,0,0,15,0.54,1.05,18.6,0.99,93.02,0.3,-0.6,0.0,20.2,1.14,,,,,100,6792,93.05,20.7
2018-09-21 18:30:00,130.0,0.0,0,0,84,1.15,2.01,18.0,1.06,93.0,0.4,-1.0,0.0,19.3,1.01,,,,,100,6795,93.02,19.0
2018-09-21 19:00:00,31.0,0.0,0,0,84,0.91,1.29,16.2,1.12,93.01,0.3,-0.8,0.0,18.0,0.73,,,,,100,6796,93.03,17.8
2018-09-21 20:00:00,0.0,0.0,0,0,101,0.65,1.0,12.7,1.02,93.05,0.2,-0.5,0.0,12.5,0.44,,,,,100,6797,93.08,12.3
2018-09-21 21:30:00,0.0,0.0,0,0,331,0.74,1.44,9.1,0.99,93.13,0.2,-0.6,0.0,9.0,0.16,,,,,100,6788,93.14,9.2
2018-09-21 22:30:00,0.0,0.0,0,0,92,0.96,1.5,8.3,0.95,93.11,0.2,-0.6,0.0,7.8,0.14,,,,,100,6783,93.09,8.4
2018-09-21 23:00:00,0.0,0.0,0,0,58,0.98,1.83,9.5,1.02,93.04,0.2,-0.6,0.0,8.6,0.16,,,,,100,6780,93.05,9.1
2018-09-22 00:30:00,0.0,0.0,0,0,85,1.24,1.93,9.4,1.07,92.98,0.2,-0.6,0.0,9.0,0.11,,,,,100,6776,92.97,9.7
2018-09-22 01:00:00,0.0,0.0,0,0,71,1.43,2.86,9.8,1.07,92.94,0.2,-0.5,0.0,9.4,0.14,,,,,100,6774,92.94,10.1
2018-09-22 02:15:00,0.0,0.0,0,0,91,2.88,4.34,10.0,1.05,92.83,0.0,-0.6,0.0,9.9,0.18,,,,,100,6774,92.84,10.7
2018-09-22 03:30:00,0.0,0.0,0,0,60,1.14,2.0,9.9,1.05,92.79,0.2,-0.5,0.0,9.9,0.17,,,,,100,6768,92.79,10.7
2018-09-22 04:00:00,0.0,0.0,0,0,79,1.78,2.75,9.8,1.04,92.73,0.3,-0.5,0.0,9.4,0.17,,,,,100,6766,92.73,10.4
2018-09-22 05:30:00,0.0,0.0,0,0,81,2.45,4.21,10.2,1.06,92.66,0.2,-0.4,0.0,10.0,0.18,4034.0,8.5,2.636,1.0,100,6765,92.66,10.7
2018-09-22 06:15:00,0.0,0.0,0,0,80,3.31,5.43,10.7,1.08,92.62,0.1,-0.8,0.0,10.6,0.21,4034.0,8.5,2.636,1.0,100,6764,92.62,11.2
2018-09-22 07:00:00,0.0,0.0,0,0,97,2.89,4.43,10.0,1.07,92.63,0.0,-0.5,0.0,10.3,0.16,4033.0,8.5,2.636,1.0,100,6763,92.63,11.0
2018-09-22 08:00:00,28.0,0.0,0,0,97,1.64,2.89,9.5,1.06,92.68,0.2,-0.6,0.0,9.6,0.13,4031.0,8.5,2.642,1.0,100,6760,92.67,10.5
2018-09-22 09:30:00,123.0,0.0,0,0,112,1.34,2.42,10.3,1.1,92.74,0.3,-0.7,0.0,10.6,0.15,4025.0,8.5,2.642,1.0,100,6761,92.74,11.2
2018-09-22 10:00:00,177.0,0.0,0,0,97,1.63,2.52,10.7,1.11,92.74,0.2,-0.6,0.0,11.4,0.17,4023.0,8.5,2.642,1.0,100,6764,92.74,11.8
2018-09-22 11:15:00,285.0,0.0,0,0,9,0.6,1.37,11.7,1.17,92.77,0.3,-0.7,0.0,13.6,0.21,4019.0,8.5,2.642,1.0,100,6770,92.79,13.8
2018-09-22 12:00:00,281.0,0.0,0,0,230,0.83,1.5,12.6,1.19,92.78,0.2,-0.6,0.0,15.0,0.26,4019.0,8.5,2.642,1.0,100,6793,92.8,15.4
2018-09-22 13:00:00,378.0,0.0,0,0,266,2.46,3.92,13.4,1.2,92.79,0.2,-0.9,0.0,15.6,0.33,4017.0,8.5,2.636,1.0,100,6790,92.81,15.8
2018-09-22 14:00:00,297.0,0.0,0,0,269,2.3,3.76,13.6,1.18,92.81,0.5,-0.6,0.0,15.8,0.38,4016.0,8.5,2.642,1.0,100,6799,92.82,16.2
2018-09-22 15:30:00,248.0,0.0,0,0,250,1.36,2.45,13.7,1.16,92.79,0.2,-0.7,0.0,15.2,0.4,4014.0,8.5,2.636,1.0,100,6799,92.81,15.4
2018-09-22 16:00:00,214.0,0.0,0,0,202,1.34,2.07,13.9,1.17,92.8,0.2,-0.8,0.0,15.3,0.41,4013.0,8.5,2.642,1.0,100,6803,92.82,15.5
2018-09-22 17:15:00,108.0,0.0,0,0,155,0.85,1.35,14.3,1.16,92.83,0.2,-0.7,0.0,15.2,0.47,4011.0,8.5,2.636,1.0,100,6802,92.85,15.4
2018-09-22 18:30:00,34.0,0.0,0,0,70,2.2,3.58,11.0,1.0,92.92,0.3,-0.5,0.0,11.7,0.32,4006.0,8.5,2.642,1.0,100,6802,92.93,12.5
2018-09-22 19:15:00,2.0,0.0,0,0,77,2.31,4.15,10.0,0.96,92.94,0.2,-0.6,0.0,10.4,0.27,4003.0,8.5,2.636,1.0,100,6799,92.94,11.3
2018-09-22 20:00:00,0.0,0.0,0,0,72,2.76,4.64,9.4,0.95,92.95,0.3,-0.7,0.0,9.5,0.23,4002.0,8.5,2.642,1.0,100,6796,92.96,10.6
2018-09-22 21:15:00,0.0,0.0,0,0,81,1.95,4.16,8.7,0.93,93.04,0.3,-0.6,0.0,8.9,0.2,3997.0,8.5,2.636,1.0,100,6794,93.03,10.0
2018-09-22 22:00:00,0.0,0.0,0,0,86,2.0,4.29,8.5,0.93,93.09,0.3,-0.6,0.0,8.5,0.17,3995.0,8.5,2.642,1.0,100,6792,93.08,9.6
2018-09-22 23:30:00,0.0,0.0,0,0,96,5.3,7.75,8.0,0.95,93.01,0.3,-0.7,0.0,8.0,0.12,3996.0,8.5,2.636,1.0,100,6792,93.0,9.2
2018-09-23 00:15:00,0.0,0.0,0,0,70,2.42,5.84,7.8,0.95,93.08,0.1,-0.6,0.0,7.8,0.11,3995.0,8.5,2.63,1.0,100,6799,93.05,9.2
2018-09-23 01:00:00,0.0,0.0,0,0,81,3.48,6.52,7.4,0.94,93.02,-0.1,-0.5,0.0,7.5,0.08,3997.0,8.5,2.636,1.0,100,6796,92.99,8.8
2018-09-23 02:30:00,0.0,0.0,0,0,85,3.94,6.52,6.9,0.92,92.97,0.1,-0.8,0.0,7.0,0.08,3999.0,8.5,2.642,1.0,100,6790,92.94,8.4
2018-09-23 03:15:00,0.0,0.0,0,0,68,2.4,4.53,6.9,0.92,92.95,0.3,-0.6,0.0,6.9,0.07,4002.0,8.5,2.636,1.0,100,6788,92.9,8.4
2018-09-23 04:00:00,0.0,0.0,0,0,83,3.27,5.51,6.8,0.92,92.93,0.1,-0.3,0.0,7.0,0.07,4003.0,8.5,2.636,1.0,100,6789,92.89,8.4
2018-09-23 05:00:00,0.0,0.0,0,0,87,2.49,4.14,6.7,0.92,92.97,0.3,-0.6,0.0,6.8,0.06,4001.0,8.6,2.636,1.0,100,6783,92.94,8.3
2018-09-23 06:15:00,0.0,0.017,0,0,73,2.44,3.84,6.5,0.92,92.98,0.1,-0.8,1.0,6.6,0.05,3998.0,8.6,2.636,1.0,100,6780,92.94,8.1
2018-09-23 07:00:00,0.0,0.0,0,0,83,3.19,4.81,6.2,0.92,92.92,-0.1,-0.5,0.0,6.4,0.03,4001.0,8.5,2.642,1.0,100,6779,92.87,8.0
2018-09-23 08:00:00,15.0,0.0,0,0,88,3.64,6.19,5.9,0.9,92.92,0.4,-0.2,0.0,6.2,0.03,4002.0,8.5,2.642,1.0,100,6771,92.88,7.8
2018-09-23 09:15:00,38.0,0.0,0,0,93,3.15,4.99,5.6,0.9,92.98,0.3,-0.4,0.0,6.0,0.01,4000.0,8.6,2.636,1.0,100,6772,92.93,7.6
2018-09-23 10:15:00,92.0,0.0,0,0,78,2.88,4.57,5.8,0.92,92.98,0.3,-0.5,0.0,6.2,0.0,3997.0,8.6,2.636,1.0,100,6772,92.93,7.8
2018-09-23 11:00:00,96.0,0.0,0,0,83,2.48,4.25,5.8,0.92,92.98,0.1,-0.7,0.0,6.4,0.0,3997.0,8.6,2.636,1.0,100,6772,92.93,8.0
2018-09-23 12:00:00,199.0,0.0,0,0,74,2.08,4.23,6.5,0.97,92.94,0.2,-0.7,0.0,7.8,,3998.0,8.6,2.642,1.0,100,6780,92.91,9.0
2018-09-23 13:15:00,139.0,0.0,0,0,102,2.76,4.21,7.2,0.99,92.88,0.0,-0.7,0.0,8.2,0.03,4001.0,8.6,2.636,1.0,100,6786,92.85,9.4
2018-09-23 14:30:00,132.0,0.0,0,0,109,1.82,3.2,8.7,1.06,92.84,0.3,-0.6,0.0,10.0,0.06,4004.0,8.6,2.642,1.0,100,6794,92.81,10.9
2018-09-23 15:30:00,291.0,0.0,0,0,59,1.22,2.89,9.8,1.1,92.79,0.2,-0.7,0.0,11.8,0.1,4006.0,8.6,2.636,1.0,100,6791,92.79,12.4
2018-09-23 16:30:00,351.0,0.0,1,40,73,1.37,2.84,11.8,1.13,92.75,0.4,-1.0,0.0,15.3,0.25,4006.0,8.6,2.642,1.0,100,6809,92.76,15.2
2018-09-23 17:00:00,327.0,0.0,0,0,72,1.16,2.52,11.9,1.1,92.74,0.4,-1.1,0.0,14.8,0.28,4008.0,8.6,2.642,1.0,100,6815,92.77,14.9
2018-09-23 18:00:00,36.0,0.017,0,0,179,0.93,1.64,10.8,1.06,92.81,0.2,-0.7,1.0,11.4,0.23,4009.0,8.6,2.636,1.0,100,6811,92.81,12.3
2018-09-23 19:30:00,1.0,0.0,0,0,90,1.24,2.04,9.0,1.0,92.75,0.2,-0.6,0.0,9.5,0.15,4015.0,8.6,2.642,1.0,100,6809,92.73,10.1
2018-09-23 20:30:00,0.0,0.0,0,0,136,2.07,3.64,8.1,0.98,92.78,0.1,-0.5,0.0,7.7,0.1,4015.0,8.6,2.636,1.0,100,6804,92.74,8.5
2018-09-23 21:30:00,0.0,0.0,0,0,49,1.29,1.99,6.0,0.89,92.78,0.2,-0.6,0.0,6.3,0.04,4015.0,8.6,2.636,1.0,100,6804,92.72,7.4
2018-09-23 22:00:00,0.0,0.0,0,0,45,1.07,1.84,5.8,0.88,92.79,0.2,-0.5,0.0,5.7,0.05,4015.0,8.6,2.636,1.0,100,6801,92.73,7.0
2018-09-23 23:30:00,0.0,0.0,0,0,120,0.43,0.77,3.4,0.76,92.82,0.3,-0.5,0.0,3.4,0.01,4012.0,8.6,2.636,1.0,100,6799,92.72,5.0
2018-09-24 00:15:00,0.0,0.0,0,0,304,0.43,0.93,3.0,0.75,92.82,0.2,-0.6,0.0,3.0,0.01,4010.0,8.6,2.642,1.0,100,6790,92.72,4.7
2018-09-24 01:15:00,0.0,0.0,0,0,237,0.86,1.71,4.6,0.84,92.85,0.2,-0.6,0.0,4.6,0.0,4008.0,8.6,2.642,1.0,100,6791,92.78,6.1
2018-09-24 05:30:00,0.0,0.0,0,0,262,0.58,1.13,6.0,0.94,92.91,0.2,-0.6,0.0,6.1,,4001.0,8.6,2.636,1.0,100,6761,92.86,7.8
2018-09-24 06:30:00,0.0,0.0,0,0,281,1.02,1.7,6.0,0.94,92.95,0.2,-0.6,0.0,6.2,0.0,3997.0,8.6,2.642,1.0,100,6761,92.89,7.8
2018-09-24 07:30:00,10.0,0.0,0,0,253,0.88,1.45,6.3,0.96,92.97,0.2,-0.7,0.0,6.3,,3995.0,8.6,2.636,1.0,100,6760,92.92,7.9
2018-09-24 08:15:00,21.0,0.0,0,0,261,1.81,2.93,6.5,0.97,93.01,0.2,-0.6,0.0,6.7,,3993.0,8.6,2.642,1.0,100,6761,92.96,8.2
2018-09-24 09:30:00,57.0,0.0,0,0,282,1.8,3.12,6.6,0.98,93.04,0.1,-0.6,0.0,7.0,0.0,3990.0,8.6,2.642,1.0,100,6759,92.99,8.4
2018-09-24 10:15:00,86.0,0.0,0,0,336,2.12,3.41,6.5,0.97,93.08,0.3,-0.6,0.0,7.0,,3988.0,8.6,2.642,1.0,100,6760,93.03,8.4
2018-09-24 11:15:00,131.0,0.0,0,0,309,1.61,2.99,6.9,0.99,93.13,0.2,-0.7,0.0,7.2,0.0,3984.0,8.6,2.636,1.0,100,6759,93.09,8.5
2018-09-24 12:15:00,107.0,0.017,0,0,306,2.85,5.02,6.6,0.92,93.19,0.1,-0.8,1.0,7.0,0.05,3981.0,8.6,2.636,1.0,100,6762,93.14,8.3
2018-09-24 13:00:00,228.0,0.0,0,0,289,2.29,3.78,6.9,0.94,93.2,0.2,-0.6,0.0,7.7,0.05,3979.0,8.6,2.636,1.0,100,6764,93.16,8.8
2018-09-24 14:30:00,144.0,0.0,0,0,261,2.89,4.8,8.4,0.96,93.22,0.2,-0.6,0.0,10.0,0.14,3978.0,8.6,2.636,1.0,100,6786,93.19,10.9
2018-09-24 15:00:00,186.0,0.0,0,0,242,2.87,4.16,8.7,0.94,93.2,0.2,-0.5,0.0,9.4,0.18,3978.0,8.6,2.636,1.0,100,6787,93.18,10.5
2018-09-24 16:30:00,327.0,0.017,0,0,234,3.09,4.89,10.2,1.01,93.17,0.0,-0.8,1.0,11.8,0.23,3978.0,8.6,2.636,1.0,100,6793,93.16,11.8
2018-09-24 17:30:00,219.0,0.0,0,0,246,3.82,6.08,10.6,0.92,93.17,0.2,-1.0,0.0,11.9,0.36,3980.0,8.6,2.636,1.0,100,6796,93.17,12.0
2018-09-24 18:00:00,131.0,0.0,0,0,249,3.84,5.78,10.8,0.9,93.21,0.1,-0.7,0.0,11.7,0.4,3979.0,8.6,2.642,1.0,100,6794,93.19,12.0
2018-09-24 19:00:00,23.0,0.0,0,0,246,1.51,2.47,7.5,0.93,93.29,0.2,-0.6,0.0,8.1,0.11,3975.0,8.6,2.636,1.0,100,6793,93.26,9.7
2018-09-24 20:00:00,0.0,0.0,0,0,228,2.82,4.68,7.6,0.92,93.3,0.1,-1.0,0.0,7.4,0.12,3974.0,8.6,2.636,1.0,100,6793,93.25,8.6
2018-09-24 21:15:00,0.0,0.0,0,0,255,2.7,4.13,7.2,0.91,93.38,0.3,-0.6,0.0,7.2,0.1,3971.0,8.6,2.642,1.0,100,6793,93.32,8.2
2018-09-24 22:30:00,0.0,0.0,0,0,259,3.37,6.68,7.4,0.9,93.46,0.5,-1.1,0.0,7.1,0.13,3967.0,8.6,2.642,1.0,100,6798,93.39,8.2
2018-09-24 23:00:00,0.0,0.0,0,0,257,3.72,5.66,6.9,0.89,93.45,0.1,-0.8,0.0,7.0,0.1,3967.0,8.6,2.642,1.0,100,6796,93.37,8.1
2018-09-25 00:15:00,0.0,0.017,0,0,257,4.71,9.2,6.9,0.88,93.48,0.6,-1.2,1.0,6.3,0.11,3966.0,8.6,2.642,1.0,100,6787,93.41,7.6
2018-09-25 01:15:00,0.0,0.0,0,0,247,4.35,7.34,7.0,0.9,93.52,0.2,-0.9,0.0,7.0,0.1,3965.0,8.6,2.642,1.0,100,6784,93.44,8.1
2018-09-25 02:00:00,0.0,0.0,0,0,259,5.07,9.74,7.0,0.88,93.55,0.4,-0.9,0.0,6.8,0.12,3963.0,8.6,2.642,1.0,100,6780,93.47,7.9
2018-09-25 03:00:00,0.0,0.0,0,0,266,4.54,8.43,6.6,0.87,93.57,0.6,-0.6,0.0,6.6,0.11,3961.0,8.6,2.636,1.0,100,6779,93.5,7.8
2018-09-25 04:15:00,0.0,0.0,0,0,261,4.93,9.27,6.0,0.83,93.62,0.5,-0.1,0.0,5.8,0.1,3959.0,8.6,2.636,1.0,100,6773,93.54,7.1
2018-09-25 05:30:00,0.0,0.0,0,0,260,3.74,5.41,5.7,0.82,93.68,0.4,-0.6,0.0,5.5,0.09,3956.0,8.6,2.636,1.0,100,6771,93.61,6.8
2018-09-25 06:00:00,0.0,0.0,0,0,258,4.4,6.7,5.7,0.83,93.7,0.5,-0.7,0.0,5.6,0.09,3954.0,8.6,2.636,1.0,100,6771,93.63,6.9
2018-09-25 07:30:00,13.0,0.0,0,0,256,4.54,6.72,5.1,0.8,93.8,0.3,-1.1,0.0,4.9,0.08,3951.0,8.6,2.642,1.0,100,6762,93.72,6.4
2018-09-25 08:00:00,115.0,0.0,0,0,253,4.65,6.98,5.6,0.85,93.81,0.8,-0.5,0.0,6.0,0.06,3949.0,8.6,2.642,1.0,100,6770,93.75,7.0
2018-09-25 09:00:00,293.0,0.0,0,0,255,4.48,6.84,7.0,0.93,93.8,0.4,-0.1,0.0,8.7,0.07,3949.0,8.6,2.642,1.0,100,6789,93.77,8.9
2018-09-25 10:00:00,422.0,0.0,0,0,255,4.5,6.42,8.2,0.94,93.8,0.6,0.2,0.0,11.0,0.14,3950.0,8.6,2.642,1.0,100,6799,93.78,10.7
2018-09-25 11:00:00,557.0,0.0,0,0,263,3.31,4.81,10.1,0.96,93.77,0.4,-0.4,0.0,13.3,0.27,3951.0,8.6,2.642,1.0,100,6830,93.78,12.9
2018-09-25 12:00:00,619.0,0.0,0,0,252,5.05,7.73,11.5,0.99,93.77,-0.8,-0.7,0.0,14.9,0.37,3952.0,8.6,2.636,1.0,100,6875,93.78,14.6
2018-09-25 13:15:00,410.0,0.0,0,0,259,3.91,6.24,12.7,0.94,93.72,0.4,-1.2,0.0,15.6,0.53,3954.0,8.6,2.636,1.0,100,6922,93.74,15.9
2018-09-25 14:30:00,553.0,0.0,0,0,252,4.03,6.35,13.8,0.87,93.65,0.6,-0.7,0.0,15.7,0.7,3957.0,8.6,2.636,1.0,100,6950,93.68,15.6
2018-09-25 15:15:00,299.0,0.0,0,0,260,3.48,5.55,14.3,0.85,93.62,0.4,-1.1,0.0,16.8,0.78,3959.0,8.6,2.642,1.0,100,6964,93.65,16.6
2018-09-25 16:00:00,409.0,0.0,0,0,272,3.27,6.09,15.5,0.86,93.57,0.8,-0.7,0.0,18.0,0.9,3960.0,8.6,2.642,1.0,100,6980,93.61,17.2
2018-09-25 17:30:00,98.0,0.0,0,0,278,2.98,6.34,15.0,0.69,93.56,0.4,-0.9,0.0,16.8,1.02,3963.0,8.6,2.642,1.0,100,6982,93.58,16.6
2018-09-25 18:00:00,161.0,0.0,0,0,279,1.37,2.75,15.0,0.75,93.56,0.4,-0.9,0.0,16.1,0.95,3962.0,8.6,2.642,1.0,100,6979,93.59,15.7
2018-09-25 19:15:00,4.0,0.0,0,0,156,0.39,0.76,10.3,0.73,93.56,0.2,-0.7,0.0,11.3,0.52,3962.0,8.6,2.636,1.0,100,6966,93.56,11.2
2018-09-25 20:00:00,0.0,0.0,0,0,211,0.8,1.4,7.6,0.7,93.58,0.3,-0.7,0.0,7.7,0.34,3962.0,8.6,2.642,1.0,100,6957,93.55,8.2
2018-09-25 21:00:00,0.0,0.0,0,0,3,0.71,1.36,6.4,0.72,93.57,0.1,-0.7,0.0,6.7,0.24,3963.0,8.6,2.636,1.0,100,6954,93.52,7.0
2018-09-25 22:30:00,0.0,0.0,0,0,38,0.56,1.07,3.1,0.68,93.53,0.2,-0.5,0.0,3.0,0.09,3964.0,8.6,2.636,1.0,100,6941,93.46,4.3
2018-09-25 23:15:00,0.0,0.0,0,0,80,0.32,0.76,2.2,0.64,93.52,0.2,-0.5,0.0,1.8,0.07,3966.0,8.6,2.642,1.0,100,6938,93.42,3.6
2018-09-26 00:15:00,0.0,0.0,0,0,350,0.9,1.19,2.0,0.65,93.48,0.2,-0.6,0.0,1.4,0.06,3967.0,8.6,2.642,1.0,100,6929,93.38,3.3
2018-09-26 01:00:00,0.0,0.0,0,0,51,0.32,0.59,1.3,0.64,93.46,0.2,-0.5,0.0,1.1,0.03,3969.0,8.6,2.642,1.0,100,6928,93.35,3.4
2018-09-26 02:15:00,0.0,0.0,0,0,128,0.48,0.99,1.7,0.65,93.4,0.3,-0.5,0.0,1.2,0.04,3971.0,8.6,2.642,1.0,100,6925,93.3,3.3
2018-09-26 03:15:00,0.0,0.0,0,0,196,0.51,1.17,1.2,0.66,93.36,0.3,-0.6,0.0,1.2,0.01,3973.0,8.6,2.642,1.0,100,6922,93.26,3.3
2018-09-26 04:00:00,0.0,0.0,0,0,313,0.52,0.99,0.9,0.64,93.36,0.2,-0.6,0.0,0.6,0.02,3973.0,8.6,2.642,1.0,100,6920,93.23,2.9
2018-09-26 05:00:00,0.0,0.0,0,0,199,0.51,0.82,0.1,0.6,93.33,0.3,-0.6,0.0,-0.1,0.02,3975.0,8.6,2.642,1.0,100,6914,93.19,2.3
2018-09-26 06:15:00,0.0,0.0,0,0,62,0.26,0.6,-0.0,0.6,93.32,0.2,-0.5,0.0,-0.2,0.01,3976.0,8.6,2.642,1.0,100,6910,93.19,2.3
2018-09-26 07:30:00,14.0,0.0,0,0,292,0.55,1.5,0.1,0.6,93.3,0.2,-0.5,0.0,-0.2,0.02,3976.0,8.6,2.642,1.0,100,6908,93.17,2.3
2018-09-26 08:15:00,92.0,0.0,0,0,265,2.47,5.75,7.0,0.88,93.32,0.1,-0.7,0.0,5.0,0.12,3975.0,8.6,2.642,1.0,100,6890,93.24,5.6
2018-09-26 09:30:00,190.0,0.0,0,0,258,4.06,7.03,9.9,0.88,93.36,0.5,-0.5,0.0,10.8,0.33,3971.0,8.6,2.642,1.0,100,6937,93.33,10.5
2018-09-26 10:15:00,422.0,0.0,0,0,258,4.16,6.67,11.2,0.9,93.35,-0.3,-0.4,0.0,12.7,0.43,3969.0,8.6,2.636,1.0,100,6957,93.36,12.2
2018-09-26 11:15:00,523.0,0.0,0,0,258,5.12,10.07,13.9,0.94,93.29,-0.3,-0.4,0.0,16.8,0.66,3970.0,8.6,2.642,1.0,100,7000,93.32,16.0
2018-09-26 12:30:00,506.0,0.0,0,0,273,3.97,7.55,15.8,0.87,93.3,0.3,-0.3,0.0,18.5,0.92,3970.0,8.6,2.642,1.0,100,7015,93.31,18.0
2018-09-26 13:00:00,509.0,0.0,0,0,264,4.5,8.52,15.9,0.84,93.25,0.2,-0.7,0.0,18.4,0.97,3972.0,8.6,2.642,1.0,100,7037,93.27,18.1
2018-09-26 14:30:00,570.0,0.0,0,0,291,3.9,7.5,17.4,0.8,93.17,0.3,-1.0,0.0,20.5,1.18,3976.0,8.6,2.636,1.0,100,7058,93.18,20.1
2018-09-26 15:00:00,259.0,0.0,0,0,291,3.33,5.77,16.3,0.76,93.18,0.3,-0.7,0.0,18.2,1.09,3975.0,8.6,2.642,1.0,100,7048,93.18,18.7
2018-09-26 16:30:00,177.0,0.0,0,0,310,2.31,4.15,16.0,0.79,93.16,0.3,-0.8,0.0,16.9,1.02,3973.0,8.6,2.642,1.0,100,7048,93.17,17.1
2018-09-26 17:00:00,103.0,0.0,0,0,296,1.46,2.71,15.8,0.81,93.11,0.2,-0.8,0.0,16.8,0.99,3975.0,8.6,2.636,1.0,100,7043,93.13,16.9
2018-09-26 18:00:00,57.0,0.0,0,0,238,0.67,0.84,15.1,0.88,93.09,0.3,-0.8,0.0,15.5,0.84,3976.0,8.6,2.642,1.0,100,7031,93.11,15.5
2018-09-26 19:15:00,0.0,0.0,0,0,243,0.95,1.52,13.1,0.88,93.14,0.2,-0.8,0.0,13.6,0.62,3973.0,8.6,2.642,1.0,100,7021,93.14,13.4
2018-09-26 20:15:00,0.0,0.0,0,0,251,0.98,1.29,12.3,0.88,93.17,0.2,-0.8,0.0,12.3,0.55,3971.0,8.6,2.642,1.0,100,7014,93.16,12.3
2018-09-26 21:00:00,0.0,0.0,0,0,262,0.95,1.64,11.9,0.88,93.18,0.2,-0.7,0.0,11.7,0.52,3970.0,8.6,2.636,1.0,100,7010,93.17,11.8
2018-09-26 22:00:00,0.0,0.0,0,0,278,0.97,1.81,11.6,0.89,93.21,0.2,-0.7,0.0,11.5,0.48,3967.0,8.6,2.642,1.0,100,7005,93.2,11.8
2018-09-26 23:00:00,0.0,0.0,0,0,230,0.98,1.49,10.2,0.89,93.24,0.2,-0.7,0.0,10.2,0.36,3966.0,8.6,2.642,1.0,100,7001,93.22,10.6
2018-09-27 00:30:00,0.0,0.528,0,0,269,1.01,1.94,9.5,1.03,93.39,0.3,-0.7,4.1,9.4,0.16,3956.0,8.6,2.642,1.0,100,6990,93.35,10.4
2018-09-27 01:00:00,0.0,0.221,0,0,255,1.11,1.73,9.1,1.06,93.38,0.2,-0.7,2.0,9.2,0.1,3957.0,8.6,2.642,1.0,100,6989,93.34,10.2
2018-09-27 02:30:00,0.0,0.153,0,0,269,0.65,1.04,9.0,1.1,93.42,0.2,-0.7,5.1,9.0,0.05,3956.0,8.6,2.642,1.0,100,6986,93.38,10.0
2018-09-27 03:15:00,0.0,0.119,0,0,250,0.95,1.28,8.6,1.08,93.42,0.2,-0.7,2.0,8.7,0.04,3955.0,8.6,2.642,1.0,100,6983,93.38,9.8
2018-09-27 04:30:00,0.0,0.136,0,0,254,1.15,1.9,8.2,1.05,93.43,0.2,-0.6,3.1,8.1,0.04,3955.0,8.6,2.642,1.0,100,6976,93.38,9.3
2018-09-27 05:00:00,0.0,0.221,0,0,259,1.17,1.84,8.2,1.04,93.47,0.2,-0.7,3.1,8.1,0.04,3953.0,8.6,2.642,1.0,100,6973,93.43,9.2
2018-09-27 06:15:00,0.0,0.374,0,0,33,1.0,1.58,6.8,0.96,93.56,0.2,-0.6,3.1,7.2,0.03,3951.0,8.6,2.642,1.0,100,6969,93.49,8.6
2018-09-27 07:00:00,0.0,0.238,0,0,1,0.19,0.38,6.7,0.93,93.59,0.2,-0.6,4.1,6.6,0.05,3948.0,8.6,2.642,1.0,100,6966,93.52,8.2
2018-09-27 08:15:00,20.0,0.051,0,0,278,0.63,1.42,6.3,0.91,93.63,0.2,-0.7,1.0,6.3,0.04,3946.0,8.6,2.636,1.0,100,6962,93.56,7.8
2018-09-27 09:15:00,60.0,0.0,0,0,259,0.77,1.35,6.6,0.93,93.64,0.2,-0.7,0.0,6.7,0.04,3946.0,8.6,2.642,1.0,100,6960,93.58,8.0
2018-09-27 10:00:00,85.0,0.017,0,0,287,0.9,1.43,6.8,0.95,93.67,0.2,-0.6,1.0,7.0,0.04,3945.0,8.6,2.642,1.0,100,6958,93.61,8.3
2018-09-27 11:00:00,79.0,0.0,0,0,283,1.53,3.02,7.2,0.96,93.73,0.1,-0.7,0.0,7.6,0.06,3943.0,8.6,2.642,1.0,100,6960,93.66,8.8
2018-09-27 12:00:00,171.0,0.017,0,0,283,1.47,2.83,7.6,1.0,93.75,0.2,-0.6,1.0,8.5,0.05,3942.0,8.6,2.642,1.0,100,6964,93.68,9.5
2018-09-27 13:15:00,133.0,0.102,0,0,289,1.87,3.21,7.4,0.93,93.8,0.3,-0.6,1.0,7.8,0.1,3940.0,8.6,2.642,1.0,100,6963,93.72,9.0
2018-09-27 14:15:00,166.0,0.068,0,0,318,2.88,4.76,6.6,0.9,93.83,0.3,-0.7,2.0,7.3,0.08,3939.0,8.6,2.642,1.0,100,6966,93.76,8.6
2018-09-27 15:00:00,96.0,0.102,0,0,332,1.96,3.98,7.2,0.93,93.84,0.2,-0.7,4.1,7.8,0.09,3938.0,8.6,2.642,1.0,100,6967,93.77,9.0
